checkoutToLoginRatio,cartToSearchRatio,highMemFraction,totalEstimatedCost,invocationEntropy,totalInvocations,hour_of_day,invocations_login,invocations_search,invocations_product,invocations_cart,invocations_checkout,avgDurationMs_login,avgDurationMs_search,avgDurationMs_product,avgDurationMs_cart,avgDurationMs_checkout,estimatedCost_login,estimatedCost_search,estimatedCost_product,estimatedCost_cart,estimatedCost_checkout,deltaTotalInvocations,deltaTotalEstimatedCost,anomaly,anomalyScore
0.1404,0.525,0.1325,1.5e-06,1.8886,3102.0,10.0,534.0,640.0,1517.0,336.0,75.0,52.01,121.67,101.94,150.92,399.16,6e-08,3.3e-07,6.5e-07,2.1e-07,2.5e-07,-106.0,2.000000000000002e-08,0,0.0
0.1146,0.486,0.1213,1.43e-06,1.8619,3083.0,10.0,541.0,642.0,1526.0,312.0,62.0,52.37,121.17,102.09,151.89,387.96,6e-08,3.2e-07,6.5e-07,2e-07,2e-07,-19.0,-6.999999999999997e-08,0,0.0
0.1511,0.5181,0.1295,1.54e-06,1.8732,3166.0,10.0,536.0,635.0,1585.0,329.0,81.0,50.4,124.81,102.51,151.67,388.68,6e-08,3.3e-07,6.8e-07,2.1e-07,2.6e-07,83.0,1.1e-07,0,0.0
0.1325,0.4901,0.1205,1.53e-06,1.8438,3270.0,10.0,551.0,655.0,1670.0,321.0,73.0,51.45,118.71,99.98,152.18,406.89,6e-08,3.2e-07,7e-07,2e-07,2.5e-07,104.0,-1.0000000000000116e-08,0,0.0
0.1111,0.4775,0.1157,1.54e-06,1.8403,3311.0,10.0,585.0,666.0,1677.0,318.0,65.0,52.64,120.75,102.47,154.45,384.39,6e-08,3.4e-07,7.2e-07,2.1e-07,2.1e-07,41.0,1.0000000000000116e-08,0,0.0
0.1323,0.4697,0.1204,1.6e-06,1.8632,3423.0,10.0,597.0,709.0,1705.0,333.0,79.0,51.57,122.9,101.31,153.27,379.54,6e-08,3.6e-07,7.2e-07,2.1e-07,2.5e-07,112.0,5.999999999999985e-08,0,0.0
0.1312,0.5071,0.1263,1.63e-06,1.8715,3467.0,10.0,602.0,708.0,1719.0,359.0,79.0,51.36,118.05,101.95,148.17,414.61,6e-08,3.5e-07,7.3e-07,2.2e-07,2.7e-07,44.0,3.0000000000000136e-08,0,0.0
0.0986,0.4809,0.1187,1.52e-06,1.8519,3354.0,10.0,588.0,707.0,1661.0,340.0,58.0,51.15,119.83,100.39,152.24,396.52,6e-08,3.5e-07,7e-07,2.2e-07,1.9e-07,-113.0,-1.1e-07,0,0.0
0.126,0.4942,0.1234,1.61e-06,1.87,3396.0,10.0,603.0,694.0,1680.0,343.0,76.0,52.27,120.33,101.05,150.0,419.23,7e-08,3.5e-07,7.1e-07,2.1e-07,2.7e-07,42.0,8.999999999999999e-08,0,0.0
0.1241,0.5005,0.1231,2.14e-06,1.8611,4567.0,11.0,798.0,925.0,2282.0,463.0,99.0,52.73,119.44,101.44,151.51,400.4,9e-08,4.6e-07,9.7e-07,2.9e-07,3.3e-07,1171.0,5.299999999999998e-07,0,0.0
0.1131,0.4723,0.1177,2.12e-06,1.8515,4537.0,11.0,796.0,940.0,2267.0,444.0,90.0,50.14,121.57,101.54,155.94,408.99,8e-08,4.8e-07,9.6e-07,2.9e-07,3.1e-07,-30.0,-1.999999999999981e-08,0,0.0
0.1354,0.5042,0.1276,2.2e-06,1.8717,4633.0,11.0,783.0,962.0,2297.0,485.0,106.0,50.38,121.34,101.61,151.74,396.49,8e-08,4.9e-07,9.7e-07,3.1e-07,3.5e-07,96.0,8.000000000000008e-08,0,0.0
0.134,0.4767,0.1211,2.22e-06,1.8592,4690.0,11.0,806.0,965.0,2351.0,460.0,108.0,50.93,123.61,101.36,155.7,382.15,9e-08,5e-07,9.9e-07,3e-07,3.4e-07,57.0,1.999999999999981e-08,0,0.0
0.1319,0.5326,0.1308,2.22e-06,1.8782,4695.0,11.0,811.0,952.0,2318.0,507.0,107.0,51.09,118.52,101.73,150.88,402.48,9e-08,4.7e-07,9.8e-07,3.2e-07,3.6e-07,5.0,0.0,0,0.0
0.141,0.488,0.1217,2.29e-06,1.857,4792.0,11.0,830.0,955.0,2424.0,466.0,117.0,50.72,122.4,101.85,149.47,396.78,9e-08,4.9e-07,1.03e-06,2.9e-07,3.9e-07,97.0,7.000000000000018e-08,0,0.0
0.1114,0.5193,0.1257,2.22e-06,1.8657,4806.0,11.0,844.0,982.0,2376.0,510.0,94.0,51.91,118.66,101.52,149.58,392.68,9e-08,4.9e-07,1.01e-06,3.2e-07,3.1e-07,14.0,-7.000000000000018e-08,0,0.0
0.1128,0.5061,0.1228,2.27e-06,1.8561,4845.0,11.0,842.0,988.0,2420.0,500.0,95.0,52.38,123.82,102.05,151.4,407.53,9e-08,5.1e-07,1.03e-06,3.2e-07,3.2e-07,39.0,4.9999999999999945e-08,0,0.0
0.1077,0.4894,0.1178,2.26e-06,1.8393,4882.0,11.0,845.0,989.0,2473.0,484.0,91.0,50.5,120.29,101.35,151.95,411.97,9e-08,5e-07,1.05e-06,3.1e-07,3.1e-07,37.0,-9.999999999999904e-09,0,0.0
0.1038,0.5015,0.119,2.29e-06,1.8368,4941.0,11.0,848.0,997.0,2508.0,500.0,88.0,51.17,119.19,102.22,151.53,423.1,9e-08,5e-07,1.07e-06,3.2e-07,3.1e-07,59.0,3.0000000000000136e-08,0,0.0
0.1324,0.4873,0.1251,2.34e-06,1.8747,4893.0,11.0,846.0,1026.0,2409.0,500.0,112.0,51.43,119.55,101.51,152.95,425.9,9e-08,5.1e-07,1.02e-06,3.2e-07,4e-07,-48.0,4.9999999999999945e-08,0,0.0
0.1082,0.505,0.1209,2.29e-06,1.8481,4994.0,11.0,869.0,1010.0,2511.0,510.0,94.0,51.22,121.1,101.38,152.93,382.09,9e-08,5.1e-07,1.06e-06,3.3e-07,3e-07,101.0,-4.9999999999999945e-08,0,0.0
0.1114,0.4816,0.1178,2.35e-06,1.8447,5060.0,12.0,880.0,1034.0,2550.0,498.0,98.0,51.26,122.52,101.51,152.63,406.3,9e-08,5.3e-07,1.08e-06,3.2e-07,3.3e-07,66.0,5.999999999999985e-08,0,0.0
0.1237,0.5049,0.123,2.41e-06,1.8555,5099.0,12.0,881.0,1026.0,2565.0,518.0,109.0,52.22,119.61,101.84,149.34,424.06,1e-07,5.1e-07,1.09e-06,3.2e-07,3.9e-07,39.0,5.999999999999985e-08,0,0.0
0.1209,0.4896,0.1234,2.36e-06,1.8666,5058.0,12.0,877.0,1058.0,2499.0,518.0,106.0,52.34,120.92,101.66,149.63,398.41,1e-07,5.3e-07,1.06e-06,3.2e-07,3.5e-07,-41.0,-4.9999999999999945e-08,0,0.0
0.1289,0.5234,0.1284,2.49e-06,1.8751,5188.0,12.0,908.0,1049.0,2565.0,549.0,117.0,51.92,122.99,101.88,152.43,416.87,1e-07,5.4e-07,1.09e-06,3.5e-07,4.1e-07,130.0,1.3000000000000003e-07,0,0.0
0.1261,0.5334,0.128,2.46e-06,1.862,5249.0,12.0,896.0,1048.0,2633.0,559.0,113.0,50.98,121.33,101.47,152.8,373.96,1e-07,5.3e-07,1.12e-06,3.6e-07,3.5e-07,61.0,-2.999999999999971e-08,0,0.0
0.1188,0.4855,0.1205,2.45e-06,1.8543,5205.0,12.0,901.0,1071.0,2606.0,520.0,107.0,51.74,122.73,101.9,151.58,404.15,1e-07,5.5e-07,1.11e-06,3.3e-07,3.6e-07,-44.0,-1.0000000000000328e-08,0,0.0
0.1338,0.5014,0.1267,2.52e-06,1.8778,5303.0,12.0,927.0,1093.0,2611.0,548.0,124.0,51.49,120.75,102.1,153.28,395.37,1e-07,5.5e-07,1.11e-06,3.5e-07,4.1e-07,98.0,7.000000000000018e-08,0,0.0
0.1347,0.4918,0.1259,2.52e-06,1.8788,5307.0,12.0,928.0,1104.0,2607.0,543.0,125.0,51.9,121.33,100.67,153.22,395.2,1e-07,5.6e-07,1.1e-06,3.5e-07,4.1e-07,4.0,0.0,0,0.0
0.1268,0.4967,0.1221,2.5e-06,1.8567,5315.0,12.0,923.0,1071.0,2672.0,532.0,117.0,52.27,120.44,101.64,153.13,402.64,1e-07,5.4e-07,1.13e-06,3.4e-07,3.9e-07,8.0,-1.999999999999981e-08,0,0.0
0.1306,0.4831,0.1232,2.59e-06,1.8731,5428.0,12.0,957.0,1126.0,2676.0,544.0,125.0,50.97,123.12,101.87,149.68,413.81,1e-07,5.8e-07,1.14e-06,3.4e-07,4.3e-07,113.0,8.999999999999999e-08,0,0.0
0.1352,0.4809,0.1224,2.6e-06,1.867,5467.0,12.0,954.0,1123.0,2721.0,540.0,129.0,50.96,120.78,101.76,152.04,396.12,1e-07,5.7e-07,1.16e-06,3.4e-07,4.3e-07,39.0,9.999999999999904e-09,0,0.0
0.1214,0.5207,0.1236,2.55e-06,1.8496,5501.0,12.0,947.0,1085.0,2789.0,565.0,115.0,51.78,120.11,100.69,151.2,398.99,1e-07,5.4e-07,1.17e-06,3.6e-07,3.8e-07,34.0,-4.9999999999999945e-08,0,0.0
0.1155,0.4625,0.1156,2.59e-06,1.8474,5502.0,13.0,970.0,1133.0,2763.0,524.0,112.0,51.91,123.68,101.96,151.93,404.07,1.1e-07,5.9e-07,1.18e-06,3.3e-07,3.8e-07,1.0,4.000000000000004e-08,0,0.0
0.1217,0.4978,0.1218,2.64e-06,1.8523,5585.0,13.0,961.0,1131.0,2813.0,563.0,117.0,51.7,121.59,102.23,151.07,415.79,1e-07,5.7e-07,1.2e-06,3.6e-07,4.1e-07,83.0,4.9999999999999945e-08,0,0.0
0.1152,0.4875,0.1214,2.61e-06,1.8592,5586.0,13.0,972.0,1161.0,2775.0,566.0,112.0,52.64,121.44,102.2,154.08,398.35,1.1e-07,5.9e-07,1.18e-06,3.6e-07,3.7e-07,1.0,-3.0000000000000136e-08,0,0.0
0.111,0.5139,0.1235,2.62e-06,1.855,5660.0,13.0,982.0,1148.0,2831.0,590.0,109.0,51.13,120.55,101.76,153.54,397.42,1e-07,5.8e-07,1.2e-06,3.8e-07,3.6e-07,74.0,9.999999999999904e-09,0,0.0
0.1269,0.4944,0.1224,2.73e-06,1.8593,5725.0,13.0,993.0,1163.0,2868.0,575.0,126.0,51.76,120.83,102.56,151.39,416.93,1.1e-07,5.9e-07,1.23e-06,3.6e-07,4.4e-07,65.0,1.1000000000000022e-07,0,0.0
0.1318,0.5072,0.1282,2.73e-06,1.8788,5710.0,13.0,986.0,1187.0,2805.0,602.0,130.0,51.34,123.08,101.49,151.65,408.83,1.1e-07,6.1e-07,1.19e-06,3.8e-07,4.4e-07,-15.0,0.0,0,0.0
0.1182,0.5194,0.1249,2.69e-06,1.8587,5755.0,13.0,998.0,1157.0,2881.0,601.0,118.0,51.48,122.12,101.81,149.47,394.8,1.1e-07,5.9e-07,1.22e-06,3.8e-07,3.9e-07,45.0,-4.000000000000004e-08,0,0.0
0.1475,0.5145,0.1309,2.83e-06,1.8858,5869.0,13.0,1010.0,1203.0,2888.0,619.0,149.0,51.64,120.11,100.46,153.66,406.35,1.1e-07,6e-07,1.21e-06,4e-07,5.1e-07,114.0,1.3999999999999993e-07,0,0.0
0.1048,0.5112,0.1234,2.71e-06,1.8572,5858.0,13.0,1021.0,1205.0,2909.0,616.0,107.0,51.16,121.45,102.2,152.52,398.4,1.1e-07,6.1e-07,1.24e-06,3.9e-07,3.6e-07,-11.0,-1.2000000000000012e-07,0,0.0
0.1278,0.495,0.1235,2.75e-06,1.8628,5846.0,13.0,1009.0,1198.0,2917.0,593.0,129.0,51.34,121.4,101.23,150.28,403.1,1.1e-07,6.1e-07,1.23e-06,3.7e-07,4.3e-07,-12.0,4.000000000000004e-08,0,0.0
0.1332,0.5067,0.1236,2.85e-06,1.8531,6002.0,13.0,1021.0,1196.0,3043.0,606.0,136.0,51.82,121.96,102.25,150.84,397.38,1.1e-07,6.1e-07,1.3e-06,3.8e-07,4.5e-07,156.0,9.999999999999989e-08,0,0.0
0.1196,0.4992,0.1236,2.83e-06,1.8641,5995.0,13.0,1045.0,1234.0,2975.0,616.0,125.0,50.94,121.68,101.97,151.88,412.58,1.1e-07,6.3e-07,1.27e-06,3.9e-07,4.3e-07,-7.0,-1.999999999999981e-08,0,0.0
0.1372,0.5157,0.1275,2.88e-06,1.8698,6017.0,14.0,1035.0,1212.0,3003.0,625.0,142.0,51.75,122.1,102.59,149.46,399.57,1.1e-07,6.2e-07,1.29e-06,3.9e-07,4.7e-07,22.0,4.9999999999999945e-08,0,0.0
0.1343,0.498,0.1248,2.9e-06,1.8654,6040.0,14.0,1035.0,1235.0,3016.0,615.0,139.0,51.28,121.98,101.83,152.72,420.09,1.1e-07,6.3e-07,1.28e-06,3.9e-07,4.9e-07,23.0,2.0000000000000232e-08,0,0.0
0.1346,0.4988,0.124,2.91e-06,1.8653,6143.0,14.0,1070.0,1239.0,3072.0,618.0,144.0,52.08,120.99,101.21,150.57,392.38,1.2e-07,6.3e-07,1.3e-06,3.9e-07,4.7e-07,103.0,9.999999999999904e-09,0,0.0
0.1288,0.4787,0.1195,2.88e-06,1.8514,6119.0,14.0,1056.0,1243.0,3089.0,595.0,136.0,51.84,121.01,101.79,151.91,398.75,1.1e-07,6.3e-07,1.31e-06,3.8e-07,4.5e-07,-24.0,-3.0000000000000136e-08,0,0.0
0.1164,0.4877,0.12,2.87e-06,1.8512,6143.0,14.0,1065.0,1257.0,3084.0,613.0,124.0,52.13,121.18,101.56,154.17,392.95,1.2e-07,6.4e-07,1.31e-06,3.9e-07,4.1e-07,24.0,-9.999999999999904e-09,0,0.0
0.1158,0.5024,0.1218,2.89e-06,1.852,6238.0,14.0,1079.0,1264.0,3135.0,635.0,125.0,50.89,120.15,102.1,152.03,389.89,1.1e-07,6.3e-07,1.34e-06,4e-07,4.1e-07,95.0,1.999999999999981e-08,0,0.0
0.1163,0.5094,0.1234,2.92e-06,1.8555,6266.0,14.0,1083.0,1270.0,3140.0,647.0,126.0,52.22,122.85,101.34,148.89,398.63,1.2e-07,6.5e-07,1.33e-06,4e-07,4.2e-07,28.0,3.0000000000000136e-08,0,0.0
0.1304,0.4884,0.124,2.96e-06,1.8696,6235.0,14.0,1081.0,1294.0,3087.0,632.0,141.0,51.92,122.78,101.69,150.8,402.85,1.2e-07,6.6e-07,1.31e-06,4e-07,4.7e-07,-31.0,4.000000000000004e-08,0,0.0
0.1048,0.4726,0.1159,2.93e-06,1.842,6377.0,14.0,1116.0,1316.0,3206.0,622.0,117.0,51.53,120.49,101.49,151.18,405.94,1.2e-07,6.6e-07,1.36e-06,3.9e-07,4e-07,142.0,-3.0000000000000136e-08,0,0.0
0.1204,0.5253,0.1263,3e-06,1.8616,6389.0,14.0,1105.0,1283.0,3194.0,674.0,133.0,51.28,121.0,101.2,151.28,407.11,1.2e-07,6.5e-07,1.35e-06,4.3e-07,4.5e-07,12.0,7.000000000000018e-08,0,0.0
0.1124,0.4992,0.1219,2.97e-06,1.8565,6367.0,14.0,1112.0,1304.0,3175.0,651.0,125.0,52.51,123.26,102.22,148.95,407.54,1.2e-07,6.7e-07,1.35e-06,4e-07,4.3e-07,-22.0,-3.0000000000000136e-08,0,0.0
0.1274,0.4778,0.1195,3.08e-06,1.8535,6512.0,14.0,1130.0,1327.0,3277.0,634.0,144.0,51.51,123.99,100.52,153.2,396.22,1.2e-07,6.9e-07,1.38e-06,4.1e-07,4.8e-07,145.0,1.1000000000000022e-07,0,0.0
0.1325,0.4912,0.1201,2.47e-06,1.8444,5172.0,15.0,883.0,1026.0,2642.0,504.0,117.0,51.65,123.4,102.87,148.96,412.72,1e-07,5.3e-07,1.13e-06,3.1e-07,4e-07,-1340.0,-6.100000000000001e-07,0,0.0
0.1285,0.5079,0.1262,2.35e-06,1.8706,4929.0,15.0,856.0,1008.0,2443.0,512.0,110.0,51.54,123.2,102.54,148.53,398.26,9e-08,5.2e-07,1.05e-06,3.2e-07,3.7e-07,-243.0,-1.2000000000000012e-07,0,0.0
0.124,0.4939,0.1211,2.28e-06,1.8525,4896.0,15.0,847.0,988.0,2468.0,488.0,105.0,51.82,120.04,101.04,150.02,392.31,9e-08,5e-07,1.04e-06,3.1e-07,3.4e-07,-33.0,-6.999999999999975e-08,0,0.0
0.1206,0.476,0.119,2.22e-06,1.8539,4756.0,15.0,829.0,979.0,2382.0,466.0,100.0,51.55,123.35,101.19,150.69,395.87,9e-08,5e-07,1.01e-06,2.9e-07,3.3e-07,-140.0,-6.000000000000027e-08,0,0.0
0.1168,0.4783,0.1196,2.27e-06,1.8572,4790.0,15.0,839.0,993.0,2385.0,475.0,98.0,51.69,123.45,102.94,152.98,412.11,9e-08,5.1e-07,1.03e-06,3e-07,3.4e-07,34.0,4.9999999999999945e-08,0,0.0
0.1321,0.5137,0.1273,2.22e-06,1.8666,4642.0,15.0,787.0,948.0,2316.0,487.0,104.0,51.91,122.9,101.85,154.67,397.99,9e-08,4.9e-07,9.8e-07,3.1e-07,3.5e-07,-148.0,-4.9999999999999945e-08,0,0.0
0.0995,0.5097,0.1201,2.13e-06,1.8424,4605.0,15.0,804.0,928.0,2320.0,473.0,80.0,50.4,124.63,101.88,152.76,418.72,8e-08,4.8e-07,9.9e-07,3e-07,2.8e-07,-37.0,-8.999999999999999e-08,0,0.0
0.1242,0.5043,0.1226,2.23e-06,1.8555,4675.0,15.0,813.0,936.0,2353.0,472.0,101.0,52.26,123.28,101.54,151.49,431.16,9e-08,4.8e-07,1e-06,3e-07,3.6e-07,70.0,9.999999999999989e-08,0,0.0
0.1165,0.518,0.1253,2.19e-06,1.859,4644.0,15.0,798.0,944.0,2320.0,489.0,93.0,51.38,123.47,102.02,151.08,397.05,9e-08,4.9e-07,9.9e-07,3.1e-07,3.1e-07,-31.0,-3.999999999999962e-08,0,0.0
0.1289,0.471,0.1214,2.08e-06,1.8663,4432.0,15.0,768.0,932.0,2194.0,439.0,99.0,50.82,118.04,101.95,148.63,406.83,8e-08,4.6e-07,9.3e-07,2.7e-07,3.4e-07,-212.0,-1.1000000000000022e-07,0,0.0
0.1198,0.4922,0.1235,2e-06,1.8681,4298.0,15.0,751.0,896.0,2120.0,441.0,90.0,52.11,119.11,101.43,150.04,390.86,8e-08,4.5e-07,9e-07,2.8e-07,2.9e-07,-134.0,-8.000000000000008e-08,0,0.0
0.1608,0.5113,0.1281,2.07e-06,1.8725,4270.0,15.0,734.0,839.0,2150.0,429.0,118.0,50.3,120.63,102.4,149.87,383.88,8e-08,4.2e-07,9.2e-07,2.7e-07,3.8e-07,-28.0,7.000000000000018e-08,0,0.0
0.1224,0.4966,0.1262,1.94e-06,1.8757,4159.0,16.0,719.0,880.0,2035.0,437.0,88.0,52.2,120.8,100.34,149.95,406.73,8e-08,4.4e-07,8.5e-07,2.7e-07,3e-07,-111.0,-1.3000000000000003e-07,0,0.0
0.1377,0.5024,0.1264,1.97e-06,1.8729,4160.0,16.0,719.0,850.0,2065.0,427.0,99.0,51.2,118.93,100.77,151.83,395.74,8e-08,4.2e-07,8.7e-07,2.7e-07,3.3e-07,1.0,3.0000000000000136e-08,0,0.0
0.11,0.4688,0.117,1.92e-06,1.85,4146.0,16.0,727.0,864.0,2070.0,405.0,80.0,52.09,121.39,101.75,150.44,407.29,8e-08,4.4e-07,8.8e-07,2.5e-07,2.7e-07,-14.0,-5.000000000000037e-08,0,0.0
0.1016,0.4726,0.1152,1.82e-06,1.8361,3976.0,16.0,689.0,821.0,2008.0,388.0,70.0,51.73,121.75,101.61,151.43,397.61,7e-08,4.2e-07,8.5e-07,2.5e-07,2.3e-07,-170.0,-9.999999999999989e-08,0,0.0
0.1584,0.5204,0.1333,1.94e-06,1.8946,3977.0,16.0,688.0,809.0,1950.0,421.0,109.0,52.2,122.43,102.03,153.06,398.03,7e-08,4.1e-07,8.3e-07,2.7e-07,3.6e-07,1.0,1.2000000000000012e-07,0,0.0
0.1098,0.5033,0.1211,1.76e-06,1.8521,3789.0,16.0,665.0,767.0,1898.0,386.0,73.0,51.01,120.33,102.49,150.07,412.95,7e-08,3.9e-07,8.1e-07,2.4e-07,2.5e-07,-188.0,-1.7999999999999997e-07,0,0.0
0.1155,0.4918,0.1188,1.83e-06,1.8439,3932.0,16.0,684.0,789.0,1992.0,388.0,79.0,51.61,119.72,102.62,151.7,409.05,7e-08,3.9e-07,8.5e-07,2.5e-07,2.7e-07,143.0,6.999999999999997e-08,0,0.0
0.1231,0.4942,0.1221,1.78e-06,1.8557,3777.0,16.0,650.0,771.0,1895.0,381.0,80.0,52.41,120.59,101.26,149.94,426.19,7e-08,3.9e-07,8e-07,2.4e-07,2.8e-07,-155.0,-5.0000000000000157e-08,0,0.0
0.1199,0.5391,0.1281,1.82e-06,1.8635,3855.0,16.0,667.0,768.0,1926.0,414.0,80.0,51.66,118.55,101.97,153.41,416.52,7e-08,3.8e-07,8.2e-07,2.7e-07,2.8e-07,78.0,4.000000000000004e-08,0,0.0
0.1154,0.5054,0.123,1.7e-06,1.8562,3603.0,16.0,624.0,734.0,1802.0,371.0,72.0,52.85,121.84,101.7,151.87,413.58,7e-08,3.7e-07,7.7e-07,2.4e-07,2.5e-07,-252.0,-1.199999999999999e-07,0,0.0
0.1246,0.5112,0.1227,1.69e-06,1.8498,3593.0,16.0,618.0,712.0,1822.0,364.0,77.0,51.93,123.3,101.61,144.15,398.54,7e-08,3.7e-07,7.7e-07,2.2e-07,2.6e-07,-10.0,-1.0000000000000116e-08,0,0.0
0.1248,0.5444,0.1283,1.63e-06,1.8594,3500.0,16.0,601.0,687.0,1763.0,374.0,75.0,51.51,115.61,101.15,151.91,412.53,6e-08,3.3e-07,7.4e-07,2.4e-07,2.6e-07,-93.0,-5.999999999999985e-08,0,0.0
0.1385,0.5069,0.1277,1.89e-06,1.8793,3924.0,17.0,686.0,801.0,1936.0,406.0,95.0,52.62,121.45,101.34,149.93,417.2,8e-08,4.1e-07,8.2e-07,2.5e-07,3.3e-07,424.0,2.5999999999999984e-07,0,0.0
0.1124,0.4798,0.1177,1.88e-06,1.8486,3992.0,17.0,703.0,815.0,2004.0,391.0,79.0,52.57,122.84,102.94,152.84,408.2,8e-08,4.2e-07,8.6e-07,2.5e-07,2.7e-07,68.0,-9.999999999999904e-09,0,0.0
0.108,0.4943,0.1181,1.79e-06,1.8376,3913.0,17.0,676.0,787.0,1988.0,389.0,73.0,51.76,119.27,101.09,151.31,401.1,7e-08,3.9e-07,8.4e-07,2.5e-07,2.4e-07,-79.0,-8.999999999999999e-08,0,0.0
0.1106,0.4957,0.1224,1.8e-06,1.8626,3906.0,17.0,687.0,811.0,1930.0,402.0,76.0,51.35,120.97,100.92,152.18,396.21,7e-08,4.1e-07,8.1e-07,2.6e-07,2.5e-07,-7.0,9.999999999999904e-09,0,0.0
0.1188,0.4939,0.1216,1.85e-06,1.856,3979.0,17.0,690.0,814.0,1991.0,402.0,82.0,51.05,118.29,101.68,149.88,402.68,7e-08,4e-07,8.5e-07,2.5e-07,2.8e-07,73.0,5.0000000000000157e-08,0,0.0
0.1447,0.5018,0.1263,1.97e-06,1.8663,4126.0,17.0,698.0,837.0,2070.0,420.0,101.0,51.46,123.55,101.46,147.55,387.16,7e-08,4.3e-07,8.8e-07,2.6e-07,3.3e-07,147.0,1.2000000000000012e-07,0,0.0
0.1125,0.5018,0.1217,1.87e-06,1.8582,4010.0,17.0,711.0,813.0,1998.0,408.0,80.0,53.54,120.5,101.9,150.88,408.94,8e-08,4.1e-07,8.5e-07,2.6e-07,2.7e-07,-116.0,-1.000000000000001e-07,0,0.0
0.1519,0.5124,0.1268,1.97e-06,1.8651,4085.0,17.0,698.0,804.0,2065.0,412.0,106.0,52.3,123.96,101.38,149.16,386.75,8e-08,4.2e-07,8.7e-07,2.6e-07,3.4e-07,75.0,1.000000000000001e-07,0,0.0
0.1248,0.5246,0.1266,1.97e-06,1.8634,4169.0,17.0,721.0,835.0,2085.0,438.0,90.0,51.24,121.85,101.78,152.15,405.28,8e-08,4.2e-07,8.9e-07,2.8e-07,3e-07,84.0,0.0,0,0.0
0.1103,0.4874,0.1168,1.94e-06,1.8363,4170.0,17.0,725.0,835.0,2123.0,407.0,80.0,51.04,124.39,102.0,151.61,406.37,8e-08,4.3e-07,9e-07,2.6e-07,2.7e-07,1.0,-3.0000000000000136e-08,0,0.0
0.1153,0.5,0.1229,1.9e-06,1.858,4117.0,17.0,711.0,848.0,2052.0,424.0,82.0,51.75,121.91,101.18,148.83,382.76,8e-08,4.3e-07,8.7e-07,2.6e-07,2.6e-07,-53.0,-4.000000000000004e-08,0,0.0
0.1103,0.5104,0.1254,1.95e-06,1.8666,4169.0,17.0,725.0,868.0,2053.0,443.0,80.0,52.93,121.32,102.2,152.29,400.06,8e-08,4.4e-07,8.8e-07,2.8e-07,2.7e-07,52.0,4.9999999999999945e-08,0,0.0
0.1493,0.5071,0.1263,2.09e-06,1.8678,4276.0,18.0,737.0,848.0,2151.0,430.0,110.0,52.88,120.24,102.21,151.19,420.78,8e-08,4.3e-07,9.2e-07,2.7e-07,3.9e-07,107.0,1.3999999999999993e-07,0,0.0
0.1339,0.4994,0.1243,2.04e-06,1.8627,4263.0,18.0,732.0,865.0,2136.0,432.0,98.0,51.23,121.2,102.32,152.44,418.7,8e-08,4.4e-07,9.1e-07,2.7e-07,3.4e-07,-13.0,-4.9999999999999945e-08,0,0.0
0.1483,0.4898,0.1251,2.12e-06,1.8724,4363.0,18.0,755.0,886.0,2176.0,434.0,112.0,50.85,122.44,101.36,154.43,415.49,8e-08,4.5e-07,9.2e-07,2.8e-07,3.9e-07,100.0,8.000000000000008e-08,0,0.0
0.105,0.5162,0.124,1.92e-06,1.8592,4234.0,18.0,743.0,866.0,2100.0,447.0,78.0,51.18,123.03,101.98,151.58,351.67,8e-08,4.4e-07,8.9e-07,2.8e-07,2.3e-07,-129.0,-2.000000000000002e-07,0,0.0
0.1361,0.5,0.1244,2.07e-06,1.8663,4342.0,18.0,757.0,874.0,2171.0,437.0,103.0,50.8,122.08,101.19,149.84,402.55,8e-08,4.5e-07,9.2e-07,2.7e-07,3.5e-07,108.0,1.5000000000000026e-07,0,0.0
0.1146,0.4508,0.1161,2e-06,1.857,4299.0,18.0,759.0,914.0,2127.0,412.0,87.0,51.3,122.89,101.77,153.19,392.78,8e-08,4.7e-07,9e-07,2.6e-07,2.9e-07,-43.0,-7.000000000000018e-08,0,0.0
0.1139,0.4883,0.1214,2.03e-06,1.8619,4341.0,18.0,764.0,901.0,2149.0,440.0,87.0,50.5,121.52,101.76,151.42,411.4,8e-08,4.6e-07,9.1e-07,2.8e-07,3e-07,42.0,3.0000000000000136e-08,0,0.0
0.1362,0.5192,0.1284,2.04e-06,1.8713,4245.0,18.0,727.0,859.0,2114.0,446.0,99.0,50.87,121.86,100.6,154.07,412.4,8e-08,4.4e-07,8.9e-07,2.9e-07,3.4e-07,-96.0,9.999999999999904e-09,0,0.0
0.113,0.4833,0.1187,2.06e-06,1.8514,4379.0,18.0,770.0,896.0,2193.0,433.0,87.0,51.5,122.61,101.46,153.86,420.04,8e-08,4.6e-07,9.3e-07,2.8e-07,3.1e-07,134.0,2.0000000000000232e-08,0,0.0
0.1223,0.4818,0.1195,2.03e-06,1.8481,4302.0,18.0,736.0,880.0,2172.0,424.0,90.0,51.89,124.9,101.96,147.97,411.04,8e-08,4.6e-07,9.2e-07,2.6e-07,3.1e-07,-77.0,-3.0000000000000136e-08,0,0.0
0.119,0.4989,0.122,2.11e-06,1.8585,4493.0,18.0,790.0,910.0,2245.0,454.0,94.0,51.75,122.04,101.03,156.55,392.35,9e-08,4.6e-07,9.5e-07,3e-07,3.1e-07,191.0,8.000000000000008e-08,0,0.0
